frame,x,y,w,h
0,326,361,17,17
1,325.687500261614,360.812500156969,17.1249998953543,17.3749996860629
2,325.375000244173,360.625000146504,17.2499999023307,17.749999706992
3,325.062500226732,360.43750013604,17.3749999093071,18.1249997279212
4,324.750000209291,360.250000125575,17.4999999162835,18.4999997488503
5,324.43750019185,360.06250011511,17.6249999232598,18.8749997697795
6,324.125000174409,359.875000104646,17.7499999302362,19.2499997907086
7,323.812500156968,359.687500094181,17.8749999372126,19.6249998116377
8,323.500000139527,359.500000083717,17.999999944189,19.9999998325669
9,323.187500122086,359.312500073252,18.1249999511653,20.374999853496
10,322.875000104646,359.125000062788,18.2499999581417,20.7499998744252
11,322.562500087205,358.937500052323,18.3749999651181,21.1249998953543
12,322.250000069764,358.750000041858,18.4999999720945,21.4999999162834
13,321.937500052323,358.562500031394,18.6249999790709,21.8749999372126
14,321.625000034882,358.375000020929,18.7499999860472,22.2499999581417
15,321.312500017441,358.187500010465,18.8749999930236,22.6249999790709
16,321,358,19,23
17,320.777777752508,358,18.7222221906355,22.8333333143813
18,320.555555531772,358,18.4444444147157,22.6666666488294
19,320.333333311037,358,18.166666638796,22.4999999832776
20,320.111111090301,358,17.8888888628763,22.3333333177258
21,319.888888869565,358,17.6111110869565,22.1666666521739
22,319.666666648829,358,17.3333333110368,21.9999999866221
23,319.444444428094,358,17.0555555351171,21.8333333210702
24,319.222222207358,358,16.7777777591973,21.6666666555184
25,318.999999986622,358,16.4999999832776,21.4999999899666
26,318.777777765886,358,16.2222222073579,21.3333333244147
27,318.55555554515,358,15.9444444314381,21.1666666588629
28,318.333333324415,358,15.6666666555184,20.999999993311
29,318.111111103679,358,15.3888888795987,20.8333333277592
30,317.888888882943,358,15.1111111036789,20.6666666622074
31,317.666666662207,358,14.8333333277592,20.4999999966555
32,317.444444441472,358,14.5555555518395,20.3333333311037
33,317.222222220736,358,14.2777777759197,20.1666666655518
34,317,358,14,20
35,316.619047568085,358,14.095238107979,19.7619047300525
36,316.23809518968,358,14.19047620258,19.5238094935499
37,315.857142811276,358,14.2857142971811,19.2857142570473
38,315.476190432872,358,14.3809523917821,19.0476190205447
39,315.095238054468,358,14.4761904863832,18.809523784042
40,314.714285676063,358,14.5714285809842,18.5714285475394
41,314.333333297659,358,14.6666666755853,18.3333333110368
42,313.952380919255,358,14.7619047701863,18.0952380745342
43,313.571428540851,358,14.8571428647874,17.8571428380315
44,313.190476162447,358,14.9523809593884,17.6190476015289
45,312.809523784042,358,15.0476190539895,17.3809523650263
46,312.428571405638,358,15.1428571485905,17.1428571285236
47,312.047619027234,358,15.2380952431916,16.904761892021
48,311.66666664883,358,15.3333333377926,16.6666666555184
49,311.285714270425,358,15.4285714323937,16.4285714190158
50,310.904761892021,358,15.5238095269947,16.1904761825131
51,310.523809513617,358,15.6190476215958,15.9523809460105
52,310.142857135213,358,15.7142857161968,15.7142857095079
53,309.761904756808,358,15.8095238107979,15.4761904730053
54,309.380952378404,358,15.9047619053989,15.2380952365026
55,309,358,16,15
56,308.56250036626,357.687500261614,16.1874998430314,15.3749996860629
57,308.125000341842,357.375000244173,16.374999853496,15.749999706992
58,307.687500317425,357.062500226732,16.5624998639606,16.1249997279212
59,307.250000293008,356.750000209291,16.7499998744251,16.4999997488503
60,306.81250026859,356.43750019185,16.9374998848897,16.8749997697795
61,306.375000244173,356.125000174409,17.1249998953543,17.2499997907086
62,305.937500219756,355.812500156968,17.3124999058189,17.6249998116377
63,305.500000195339,355.500000139527,17.4999999162834,17.9999998325669
64,305.062500170921,355.187500122086,17.687499926748,18.374999853496
65,304.625000146504,354.875000104646,17.8749999372126,18.7499998744252
66,304.187500122087,354.562500087205,18.0624999476771,19.1249998953543
67,303.750000097669,354.250000069764,18.2499999581417,19.4999999162834
68,303.312500073252,353.937500052323,18.4374999686063,19.8749999372126
69,302.875000048835,353.625000034882,18.6249999790709,20.2499999581417
70,302.437500024417,353.312500017441,18.8124999895354,20.6249999790709
71,302,353,19,21
72,301.727272168302,353,18.9545453613837,20.8636360841511
73,301.454544922193,353,18.9090908203654,20.7272724610962
74,301.181817676083,353,18.8636362793471,20.5909088380414
75,300.909090429974,353,18.8181817383289,20.4545452149866
76,300.636363183864,353,18.7727271973106,20.3181815919318
77,300.363635937754,353,18.7272726562923,20.181817968877
78,300.090908691645,353,18.681818115274,20.0454543458222
79,299.818181445535,353,18.6363635742558,19.9090907227674
80,299.545454199425,353,18.5909090332375,19.7727270997126
81,299.272726953316,353,18.5454544922192,19.6363634766577
82,298.999999707206,353,18.499999951201,19.4999998536029
83,298.727272461096,353,18.4545454101827,19.3636362305481
84,298.454545214987,353,18.4090908691644,19.2272726074933
85,298.181817968877,353,18.3636363281462,19.0909089844385
86,297.909090722767,353,18.3181817871279,18.9545453613837
87,297.636363476658,353,18.2727272461096,18.8181817383289
88,297.363636230548,353,18.2272727050913,18.6818181152741
89,297.090908984439,353,18.1818181640731,18.5454544922192
90,296.818181738329,353,18.1363636230548,18.4090908691644
91,296.545454492219,353,18.0909090820365,18.2727272461096
92,296.27272724611,353,18.0454545410183,18.1363636230548
93,296,353,18,18
94,295.416666623746,352.916666660535,18,17.9166666605351
95,294.833333294314,352.833333327759,18,17.8333333277592
96,294.249999964883,352.749999994983,18,17.7499999949833
97,293.666666635451,352.666666662207,18,17.6666666622073
98,293.08333330602,352.583333329431,18,17.5833333294314
99,292.499999976588,352.499999996655,18,17.4999999966555
100,291.916666647157,352.41666666388,18,17.4166666638796
101,291.333333317726,352.333333331104,18,17.3333333311037
102,290.749999988294,352.249999998328,18,17.2499999983278
103,290.166666658863,352.166666665552,18,17.1666666655518
104,289.583333329431,352.083333332776,18,17.0833333327759
105,289,352,18,17
106,288.619047568085,351.952380946011,18.1428571619685,17.190476215958
107,288.23809518968,351.90476189871,18.2857143038701,17.3809524051601
108,287.857142811276,351.85714285141,18.4285714457716,17.5714285943622
109,287.476190432872,351.809523804109,18.5714285876732,17.7619047835643
110,287.095238054468,351.761904756809,18.7142857295748,17.9523809727664
111,286.714285676063,351.714285709508,18.8571428714764,18.1428571619685
