frame,x,y,w,h
0,124.929496765137,22.9445495605469,75.8491592407227,39.2028923034668
1,124.364410400391,24.2290840148926,76.4010009765625,39.5147705078125
2,123.273544311523,26.025993347168,77.0260009765625,40.5136795043945
3,122.528442382812,27.0632343292236,77.5536193847656,41.2612838745117
4,121.698760986328,28.8244705200195,78.2950897216797,42.3880767822266
5,120.990379333496,30.5943050384521,78.885856628418,43.3499450683594
6,120.22681427002,31.3548240661621,79.6748123168945,44.1720924377441
7,120.158996582031,33.4008178710938,79.5049896240234,44.0858154296875
8,120.328567504883,34.6908950805664,78.7873992919922,43.4426803588867
9,120.696075439453,37.0382804870605,78.1802520751953,42.2565498352051
10,120.640151977539,38.9174995422363,78.6143188476562,41.7063102722168
11,121.037124633789,40.6715545654297,78.3653411865234,41.1243743896484
12,121.64395904541,42.2177200317383,78.0614700317383,40.8443069458008
13,121.760101318359,43.2935981750488,78.7173309326172,41.3435707092285
14,122.342575073242,43.8442077636719,78.3404998779297,41.2219467163086
15,123.156646728516,45.5738563537598,79.0096893310547,41.8315773010254
16,123.895980834961,47.0082015991211,79.1862030029297,42.2726593017578
17,124.151840209961,47.5572662353516,79.5572204589844,42.6131286621094
18,125.288673400879,49.5824699401855,79.2082748413086,42.6920585632324
19,125.567909240723,50.3632698059082,79.5459365844727,43.2074241638184
20,126.930946350098,52.9430198669434,78.8816452026367,42.6736488342285
21,127.025749206543,54.0814437866211,79.6955947875977,42.9148254394531
22,128.020080566406,57.0110168457031,80.0054321289062,42.4486694335938
23,129.249954223633,60.0047340393066,80.1921997070312,42.2756538391113
24,129.556198120117,61.321964263916,80.5514373779297,42.3036231994629
25,130.781036376953,64.3351821899414,80.7890472412109,42.5247650146484
26,131.781204223633,67.1031723022461,81.3787536621094,43.3990478515625
27,132.894348144531,70.2292785644531,81.8257598876953,43.9934539794922
28,134.17610168457,73.4723968505859,81.9235076904297,44.2764511108398
29,134.903137207031,75.1337051391602,81.9979858398438,44.5292739868164
30,136.275238037109,78.4851913452148,82.1979217529297,44.6113739013672
31,136.643112182617,79.8803787231445,82.9776000976562,45.6178588867188
32,138.050750732422,83.2673721313477,83.5479278564453,45.7784652709961
33,138.612869262695,84.8490676879883,83.9576416015625,46.367546081543
34,139.952590942383,88.0960540771484,84.6673431396484,46.9463348388672
35,141.666534423828,91.561408996582,84.8668518066406,47.0250625610352
36,142.533386230469,93.2501602172852,85.1107330322266,47.153434753418
37,144.05029296875,96.3485870361328,86.1841735839844,47.7367095947266
38,146.287902832031,99.915153503418,86.2162628173828,47.7832870483398
39,148.365142822266,102.791679382324,86.6376190185547,48.6243057250977
40,149.365829467773,104.421630859375,87.1549224853516,48.7566833496094
41,151.894897460938,107.318321228027,87.4618682861328,49.7258987426758
