frame,x,y,w,h
0,412,279,38,24
1,413.028106689453,272.931915283203,37.9734497070312,24.0139465332031
2,414.124572753906,266.766387939453,37.6917724609375,23.8356018066406
3,414.925567626953,260.227874755859,37.8146057128906,24.0038146972656
4,415.759063720703,253.802459716797,37.6796569824219,23.8330993652344
5,416.317626953125,247.083908081055,37.8434753417969,23.9287872314453
6,417.046997070312,240.447448730469,37.7387084960938,23.9920043945312
7,417.694305419922,233.886383056641,37.6461486816406,23.8108825683594
8,418.135437011719,227.316009521484,37.8288879394531,24.0241546630859
9,418.712554931641,221.081878662109,37.7519836425781,23.9158172607422
10,419.304473876953,214.901748657227,37.6451416015625,23.8074798583984
11,419.823944091797,208.924621582031,37.6283874511719,23.8345947265625
12,420.162963867188,203.091949462891,37.8632507324219,24.0373992919922
13,420.726196289062,197.632614135742,37.6950988769531,23.8684234619141
14,421.061767578125,192.122985839844,37.8653869628906,24.1045227050781
15,421.5126953125,187.027359008789,37.7801208496094,23.8712615966797
16,421.816986083984,182.003265380859,37.7737426757812,24.0030212402344
17,422.1240234375,177.226226806641,37.8871154785156,24.0710601806641
18,422.487213134766,172.811874389648,37.7181396484375,23.8510589599609
19,422.815185546875,168.34538269043,37.8356628417969,24.0719146728516
20,423.058807373047,164.28434753418,37.8871765136719,24.1102905273438
21,423.555816650391,161.291320800781,37.86328125,23.9731597900391
22,423.856353759766,156.890060424805,37.6148376464844,23.8252410888672
23,423.75439453125,153.934188842773,37.6445922851562,23.8072357177734
24,424.311065673828,150.301010131836,37.9028015136719,23.9851379394531
25,424.833068847656,148.067092895508,37.8502502441406,24.0873565673828
26,425.25830078125,144.939651489258,37.737060546875,23.8859710693359
27,426.266754150391,141.746078491211,37.6726684570312,23.8369750976562
28,426.821044921875,139.771896362305,37.6249084472656,23.8168792724609
29,426.664123535156,136.970886230469,37.6723327636719,23.8001861572266
30,427.396789550781,135.710205078125,37.7081604003906,23.8334808349609
31,427.460266113281,133.722259521484,37.7312316894531,23.8708648681641
32,427.405456542969,132.662750244141,37.7181396484375,23.8370666503906
33,427.423614501953,131.474212646484,37.7739562988281,23.8589935302734
34,427.401733398438,130.781448364258,37.6555786132812,23.8112487792969
35,427.873046875,129.010116577148,37.7014770507812,23.9349212646484
36,427.825378417969,128.73893737793,37.5739440917969,23.7704162597656
37,428.233428955078,128.179443359375,37.8292236328125,23.9623107910156
38,428.801635742188,128.15022277832,37.7763366699219,23.9847259521484
39,428.710693359375,127.069961547852,37.7267456054688,23.8845977783203
40,429.228088378906,127.267272949219,37.8225708007812,23.9600067138672
41,429.145324707031,127.410179138184,37.7636108398438,23.9689865112305
42,429.919311523438,127.951759338379,37.6264343261719,23.8585433959961
43,429.958618164062,127.764549255371,37.5795288085938,23.8172988891602
44,430.94873046875,127.750144958496,37.5904846191406,23.826286315918
45,431.090423583984,127.719940185547,37.60302734375,23.8585662841797
46,431.971313476562,129.017135620117,37.6987915039062,23.9382934570312
47,432.034820556641,129.217498779297,37.7686157226562,23.9986114501953
48,432.313049316406,129.992172241211,37.6415710449219,23.7804718017578
49,433.094421386719,130.3974609375,37.7480773925781,23.9738922119141
50,433.603729248047,132.474807739258,37.7351989746094,23.8375854492188
51,434.093597412109,133.817779541016,37.5181579589844,23.7792816162109
52,434.306274414062,135.283950805664,37.7862243652344,23.8829650878906
53,434.774871826172,137.043655395508,37.6061706542969,23.7577819824219
54,435.232849121094,138.761749267578,37.5711975097656,23.7821502685547
55,435.490081787109,140.637756347656,37.7420959472656,23.9067687988281
56,436.072296142578,142.679504394531,37.5879821777344,23.8511962890625
57,436.435607910156,144.76203918457,37.7353820800781,23.9245300292969
58,436.812530517578,147.064086914062,37.6971435546875,23.8699035644531
59,437.214508056641,149.415664672852,37.7898864746094,23.9151458740234
60,437.628723144531,151.955902099609,37.7103881835938,23.8673248291016
61,438.079010009766,154.519180297852,37.6979675292969,23.9232788085938
62,438.376892089844,157.248443603516,37.84521484375,23.9164733886719
63,438.708587646484,160.164123535156,37.7891540527344,23.9296417236328
64,439.0986328125,163.076614379883,37.7938842773438,23.9834899902344
65,439.372161865234,166.108825683594,37.8049621582031,23.8849029541016
66,439.723571777344,169.209411621094,37.7735900878906,23.9283599853516
67,440.002288818359,172.233245849609,37.7791137695312,24.0155487060547
68,440.357208251953,175.770065307617,37.6335144042969,23.8070220947266
69,440.573486328125,179.060470581055,37.7392578125,23.8743743896484
70,440.915313720703,182.411346435547,37.6850280761719,23.91552734375
71,441.287689208984,185.962753295898,37.509765625,23.6943054199219
72,441.391235351562,189.281600952148,37.8302612304688,23.9351806640625
73,441.927703857422,192.8681640625,37.4713134765625,23.6679382324219
74,442.077301025391,196.219635009766,37.6928405761719,23.944580078125
75,442.357818603516,199.674667358398,37.6760864257812,23.8550262451172
76,442.678466796875,202.935516357422,37.6507263183594,23.8502044677734
77,442.95947265625,206.130187988281,37.7049255371094,23.9641418457031
78,443.291351318359,209.44970703125,37.7217712402344,23.8470306396484
79,443.603240966797,212.502197265625,37.7043762207031,23.8456573486328
80,444.000030517578,215.4599609375,37.6379089355469,23.9150085449219
81,444.302185058594,218.489044189453,37.6543884277344,23.8218994140625
82,444.597351074219,221.426040649414,37.6663513183594,23.8147125244141
83,445.055755615234,224.222595214844,37.6147766113281,23.918212890625
84,445.386657714844,227.127639770508,37.5280456542969,23.7022705078125
85,445.689666748047,229.786880493164,37.5033569335938,23.7862548828125
86,446.137603759766,232.371124267578,37.4463806152344,23.8041076660156
87,446.534423828125,234.933883666992,37.3706359863281,23.6908111572266
88,446.879241943359,237.39697265625,37.4007263183594,23.6684875488281
89,447.508880615234,239.994430541992,37.136474609375,23.4600677490234
90,447.732238769531,242.233261108398,37.4245300292969,23.6707305908203
91,448.261260986328,244.450729370117,37.3936157226562,23.7753448486328
92,448.692535400391,246.646041870117,37.3899230957031,23.6677093505859
93,449.291107177734,248.761184692383,37.1808776855469,23.6065521240234
94,449.667358398438,250.735305786133,37.3334655761719,23.6693878173828
