frame,x,y,w,h
0,346,342,29,16
1,346,338,31,20
2,348,340,25,17
3,348,339,25,17
4,351,339,23,15
5,351,338,23,16
6,350,338,26,16
7,350,335,26,19
8,352,336,27,17
9,353,336,26,17
10,353,336,25,19
11,351,332,27,23
12,351,332,28,17
13,356,333,23,16
14,356,333,23,15
15,351,326,28,22
16,351,327,30,24
17,354,327,26,23
18,354,327,24,21
19,354,330,24,18
20,354,330,24,15
21,354,325,24,20
22,354,325,27,19
23,359,327,22,17
24,359,327,22,17
25,356,322,25,22
26,356,322,25,20
27,361,322,20,20
28,361,322,18,17
29,356,321,23,18
30,356,321,28,18
31,358,318,26,21
32,356,320,29,16
33,357.203247070312,318.805358886719,27.3523559570312,16.6445007324219
34,357.822631835938,317.539093017578,26.2665100097656,17.6104736328125
35,357.669281005859,316.510437011719,26.7512817382812,18.0392456054688
36,354.545288085938,312.556396484375,34.0238952636719,23.9657287597656
37,355.142120361328,312.672637939453,32.8250732421875,22.0185241699219
38,354.528015136719,312.007141113281,34.054931640625,22.0368041992188
39,357.848175048828,313.978485107422,27.6792602539062,16.3762512207031
40,359.452941894531,313.038452148438,24.4761962890625,16.6716918945312
41,360.455078125,312.465576171875,22.4862365722656,15.85791015625
42,360.144012451172,312.057708740234,23.480712890625,14.9057006835938
43,359.942565917969,311.274749755859,23.8223266601562,14.669677734375
44,359.941009521484,310.393218994141,23.7642211914062,14.5853271484375
45,359.843109130859,309.721221923828,23.9317932128906,14.0897216796875
46,359.458831787109,308.822113037109,24.6796264648438,14.0891723632812
47,359.151092529297,307.694732666016,25.2700805664062,14.5549621582031
48,360.020263671875,307.597259521484,23.4996337890625,12.9746398925781
49,358.644195556641,305.352142333984,26.2511291503906,15.4297790527344
50,357.126586914062,303.758819580078,29.1520385742188,16.5914916992188
51,357.000946044922,302.922943115234,29.4252014160156,16.26513671875
52,356.963073730469,301.775024414062,29.4654846191406,16.6305541992188
53,356.075347900391,299.870788574219,30.6729736328125,18.4477233886719
54,354.954650878906,298.101135253906,33.0027160644531,19.8946838378906
55,354.235076904297,297.16357421875,34.4832153320312,19.6882934570312
56,353.435974121094,295.503997802734,36.0351867675781,21.0947265625
57,352.957061767578,293.988464355469,36.793212890625,22.1676940917969
58,354.533355712891,294.168060302734,33.4100646972656,19.4505920410156
59,355.828369140625,294.288848876953,30.6416625976562,17.10009765625
60,355.328887939453,292.08154296875,31.7301330566406,19.384033203125
61,354.984405517578,290.085418701172,32.3112182617188,21.2557373046875
62,355.011779785156,289.241088867188,32.2492370605469,20.9777221679688
63,355.045684814453,288.372497558594,32.1844482421875,20.740478515625
64,355.193450927734,287.304016113281,31.904296875,20.8769226074219
65,354.194366455078,284.559509277344,34.2187194824219,24.1959533691406
66,353.886505126953,284.045654296875,34.8598022460938,23.3256225585938
67,350.784240722656,280.205261230469,41.5918579101562,28.9035034179688
68,352.77001953125,280.957458496094,38.0621337890625,25.5176391601562
69,353.629577636719,281.456787109375,36.6800231933594,22.7927856445312
70,352.409210205078,279.451293945312,40.123046875,24.9599304199219
71,353.355377197266,278.477355957031,38.7851867675781,25.0288391113281
72,356.821258544922,280.674743652344,32.3874816894531,18.8449096679688
73,354.197418212891,276.945373535156,38.58984375,24.1894226074219
74,358.156890869141,279.199890136719,31.611328125,17.870361328125
75,355.654266357422,275.320556640625,37.7176818847656,23.5260620117188
76,359.1025390625,277.26904296875,31.7532043457031,17.7930603027344
77,357.317413330078,273.626861572266,36.8743286132812,23.0285034179688
78,359.779724121094,273.393249511719,32.8122253417969,21.5604248046875
79,360.221160888672,272.877380371094,33.3071899414062,20.5398864746094
80,356.452667236328,268.016021728516,42.4827270507812,28.0508728027344
81,356.730499267578,268.384918212891,43.214111328125,25.2809753417969
82,358.13330078125,267.911254882812,41.9327392578125,23.98095703125
83,359.087524414062,263.607330322266,41.3415832519531,29.8284606933594
84,362.516571044922,264.900573730469,35.2029113769531,25.0797424316406
85,363.031768798828,263.353515625,35.6095886230469,25.9084167480469
86,361.463256835938,260.277862548828,40.0423583984375,29.8687438964844
87,362.986572265625,262.063629150391,38.3092651367188,24.1084289550781
88,358.396423339844,256.308563232422,48.6355895996094,33.4836120605469
89,360.818969726562,258.764251708984,45.0142822265625,26.3898010253906
90,363.445526123047,257.454223632812,40.7483520507812,26.2946166992188
91,365.009979248047,256.197448730469,38.7581176757812,26.4157104492188
92,367.041137695312,257.0263671875,35.9462585449219,22.5022583007812
93,363.637023925781,253.696746826172,44.0160827636719,26.99072265625
94,360.063568115234,248.587951660156,52.5926818847656,34.9698791503906
95,363.069641113281,251.712844848633,47.4559936523438,26.3230133056641
96,366.96923828125,252.696807861328,40.2276611328125,22.2322998046875
97,365.466522216797,247.784423828125,44.2087707519531,29.36328125
98,367.519714355469,248.285186767578,40.9264831542969,26.0438842773438
99,366.401641845703,247.207550048828,44.1732177734375,25.9316101074219
100,361.123443603516,243.355255126953,55.416259765625,31.3747253417969
